ID,AT,V,AP,RH,EP
4884,15.14,41.93,1020.95,61.26,469.68
4885,15.09,41.76,1022.4,76.22,463.27
4886,25.16,74.33,1014.55,76.7,436.15
4887,27.08,63.78,1015.04,50.8,447.24
4888,15.64,43.71,1024.51,78.31,462.55
4889,14.6,39.31,1011.11,72.52,464.16
4890,13.58,49.83,1008.9,86.8,465.82
4891,28.4,69.34,1009.76,70.4,436.5
4892,17.37,40.55,1001.19,71.42,460.97
4893,10.23,41.46,1018.89,83.06,479.48
4894,27.44,65.59,1010.76,68.67,441.08
4895,23.16,57.76,1017.74,63.79,451.79
4896,30.9,69.4,1003.53,66.69,425.3
4897,26.02,70.79,1004.21,79.12,428.72
4898,20.73,69.94,1009.9,82.12,445.91
4899,31.12,68.14,1003.67,67.36,427.06
4900,20.61,48.78,1020.8,85.05,449.38
4901,19.3,65.59,1014.07,81.98,452.76
4902,9.13,39.16,1014.14,86.17,484.86
4903,32.69,72.86,1003.57,56.84,431.76
4904,9.84,40.22,1009.5,85.38,479.65
4905,15.6,41.04,1025.48,64.43,457.49
4906,18.77,50.66,1014.89,87.34,457.07
4907,27.38,70.04,1011.18,72.26,428.88
4908,27.08,66.05,1017.91,59.1,441.16
4909,14.56,47.45,1009.52,91.14,451.95
4910,10.4,40.43,1025.46,75.09,492.09
4911,15.42,39.82,1012.89,83.54,469.9
4912,10.87,38.38,1020.85,69.78,477.03
4913,30.07,70.98,1007.74,75.68,437.55
4914,9.6,41.82,1032.93,72.63,475.01
4915,23.88,54.2,1012.81,64.52,444.97
4916,21.18,44.57,1007.27,73.67,449.93
4917,20.12,56.53,1020.34,75.59,454.54
4918,25.16,77.3,1000.73,86.4,439.37
4919,14.2,42.86,1031.96,69.59,468.63
4920,10.02,39.96,1024.88,96.85,473.22
4921,17.37,48.92,1011.91,58.4,455.53
4922,31.42,70.17,999.3,61.22,430.78
4923,27.83,69.04,1009.69,63.79,443.24
4924,8.77,42.49,1010.7,86.78,469.1
4925,14.62,46.18,1014.75,96.81,462.26
4926,12.99,42.34,1018.04,96.25,465.98
4927,5.89,39.48,1005.11,59.83,484.91
4928,20.34,69.45,1012.76,91.05,442.73
4929,20.76,57.25,1011.01,90.31,444.85
4930,14.09,43.99,1021.02,94.39,468.09
4931,16.63,39.16,1005.85,72.02,460.29
4932,10.62,39.64,1010.65,62.15,477.07
4933,20.6,60.08,1017.84,75.92,454.39
4934,27.43,63.87,1017.6,43.33,442.71
4935,32.13,69.98,1013.3,55.85,431.84
4936,9.15,39.61,1018.11,75.29,474.88
4937,13.86,40.66,1017.15,83.82,463.49
4938,32.46,74.33,1012.61,37.07,427.87
4939,20.03,57.19,1007.31,81.69,446.46
4940,19.61,56.53,1019.69,77.13,454.22
4941,32.33,67.83,1008.11,57.48,427.84
4942,27.12,70.32,1009.94,52.67,429.08
4943,15.67,38.62,1015.76,66.29,463.17
4944,1.81,39.42,1026.92,76.97,490.55
4945,3.74,35.19,1018.58,98.84,490.5
4946,21.83,63.13,1013.4,85.82,443.41
4947,24.34,66.05,1019.26,74.58,440.67
4948,7.64,39.85,1012.78,88.09,481.53
4949,9.39,39.66,1019.22,75.33,482.16
4950,14.71,44,1024.98,85.08,462.87
4951,24.69,59.92,1010.12,80.58,436.33
4952,7.05,43.65,1018.41,72.36,480.47
4953,21.41,62.39,1007.84,88.83,452.8
4954,18.64,52.08,1004.24,99.9,451.3
4955,17.51,53.16,1013.13,82.86,457.45
4956,23.57,61.47,1009.27,84.17,435.82
4957,21.85,58.33,1013.03,66.39,447.31
4958,4.78,42.85,1013.07,94.72,479.09
4959,29.7,57.35,1005.63,57.35,433.27
4960,27.54,51.43,1012.3,54.82,439.8
4961,13.06,44.2,1018.95,85.68,469.02
4962,30.6,72.29,1010.54,41.52,441.5
4963,23.27,64.15,1020.98,71.18,452.26
4964,14.62,44.84,1023.41,85.17,464.51
4965,15.69,37.87,1021.18,84.38,465.41
4966,25.62,58.82,1010.02,70.31,444.14
4967,10.75,45.01,1018.73,93.16,471.47
4968,9.64,39.35,1015.1,91.76,479.81
4969,5.28,42.07,1003.82,80.84,485.24
4970,18.26,61.27,1019.1,74.74,428.67
4971,24.75,63.57,1010.47,84.24,445.3
4972,12.2,44.77,1018.64,76.1,469.41
4973,17.2,58.49,1012.06,92.01,458.5
4974,26.19,73.77,1001.31,91.87,433.34
4975,28.32,77.95,1014.61,77.17,436.97
4976,29.62,73.18,1012.21,61.6,427.22
4977,18.64,43.79,1016.01,51.17,465.13
4978,20.47,58.16,1016.97,68.6,453.99
4979,26.22,69.89,1015.46,76.63,433.61
4980,14.65,35.4,1016.16,60.26,469.61
4981,30.51,60.75,1009.86,51,435.57
4982,12.43,40.27,1007.08,61.56,470.92
4983,15.39,39.31,1008.78,66.67,461.39
4984,14.62,43.99,1023.6,86.7,461.88
4985,21.06,67.07,1004.9,84.09,446.44
4986,24.77,48.92,1010.25,47.04,448.25
4987,21.19,55.5,1019.83,65.22,455.93
4988,12.22,41.2,1016.81,81.22,474.96
4989,24.37,63.47,1012.77,75.22,445.6
4990,29.77,69.48,1009.8,52.6,432.69
4991,5.78,40.62,1016.55,84.98,484.13
4992,11.01,37.5,1015.08,73.36,474.36
4993,22.65,60.93,1006.43,85.13,440.52
4994,30.29,74.16,1008.77,75.23,431.39
4995,24.66,63.73,1011.4,74.52,444.37
4996,6.91,37.49,1011.05,82.07,481.88
4997,28.69,67.25,1017.71,44.6,436.21
4998,6.09,43.65,1020.95,71.15,485.96
4999,25.32,71.94,1009.94,62.93,435.06
5000,26.63,62.44,1010.86,70.82,438.25
5001,30.15,70.32,1007.58,54.14,426.8
5002,8.86,36.71,1025.64,79.65,478.88
5003,29.09,70.98,1007.86,80.35,439.34
5004,17.4,43.14,1018.51,75.31,457.59
5005,19.69,56.65,1020.84,72.14,455.07
5006,27,73.17,1009.82,64.43,434.94
5007,10.13,38.16,1013.57,79.04,474.92
5008,6.84,39.4,1011.9,93.75,484.09
5009,26.13,57.32,1012.27,45.78,441.6
5010,9.08,42.49,1010.67,85.35,481.46
5011,29.29,71.14,1011.49,49.97,432.58
5012,9.53,38.18,1018.43,75.33,476.54
5013,29.12,67.83,1008.05,46.86,432.46
5014,30.04,67.25,1017.57,38.14,434.83
5015,26.8,72.58,1009.22,89.03,431.18
5016,22.59,70.32,1007.07,74.39,437.39
5017,15.48,44.99,1011.94,69.95,463.92
5018,5.95,37.8,1022.03,67.97,479.2
5019,7.89,40.46,1019.61,74.53,477.27
5020,18.53,39.72,1001.26,64.08,457.26
5021,23.47,69.71,1009.66,88.83,442.23
5022,25.63,72.99,1008.2,86.8,436.64
5023,19.29,67.71,1007.94,63.71,449.28
5024,31.8,69.05,1000.77,49.82,426.5
5025,10.4,42.44,1014.24,93.48,480.04
5026,9.05,40,1015.48,80.91,472.41
5027,28.37,67.07,1005.65,56.13,435.94
5028,26.9,59.14,1016.18,70.88,436.16
5029,10.32,42.02,998.27,99.12,472.16
5030,4.71,42.07,1005.35,82.26,486.79
5031,16.14,54.3,1017.93,65.68,460.73
5032,23.92,73.17,1011.81,92.33,433.78
5033,16.73,54.3,1017.96,59.44,460.54
5034,29.63,69.71,1009.04,67.26,435.27
5035,14.6,44.84,1023.58,88.21,464.88
5036,10.72,40.81,1016.51,80.26,474.64
5037,14.62,42.86,1015.56,84.5,470.79
5038,14.2,45.51,1015.36,74.85,465.35
5039,24.79,67.83,1009.32,61.46,438.36
5040,14.56,40.89,1010.94,79.57,467.53
5041,19.48,63.09,1019.28,78.04,449.6
5042,26.7,70.32,1011.04,86.41,438.46
5043,12.24,40.96,1023.22,78.74,475.32
5044,31.01,71.37,1003.4,55.06,430.82
5045,19.99,40.79,1003.15,87.55,455.28
5046,24.01,63.56,1014.19,64.31,444.1
5047,18.8,39.72,1001.24,63.8,459.36
5048,10.31,38.18,1018.02,70.1,476.31
5049,32.19,69.13,1000.45,48.22,425.21
5050,14.56,53.82,1016.37,64.46,463.64
5051,24.27,61.47,1007.84,80.85,448.66
5052,16.32,43.5,1021.3,72.6,460.07
5053,14.02,40.75,1016.05,70.65,470.48
5054,33.95,68.14,1002.33,48.98,427.25
5055,27.85,66.44,1008.48,77.15,429
5056,19.89,51.43,1007.38,91.79,448.85
5057,12.33,38.91,1017.24,79.84,472.49
5058,33.11,69.75,1008.88,42.08,437.19
5059,27.53,70.32,1007.75,49.31,433.72
5060,21.24,44.57,1008.72,72.57,447.03
5061,25.47,56.89,1013.02,63.21,440.38
5062,12.54,43.69,1017.26,83.59,470.04
5063,24.67,69.14,1006.25,88.51,440.03
5064,18.51,48.06,1015.14,79.83,455.44
5065,5.7,40.35,1012.18,91.57,488.8
5066,26.99,68.12,1011.45,58.48,436.95
5067,4.49,38.44,1015.47,76.96,485.78
5068,24.1,68.61,1010.97,74.87,443.75
5069,29.23,77.3,1002.71,65.24,438.05
5070,5.18,40.27,1010.84,81.64,489.1
5071,13.07,43.13,1016.93,70.02,471.47
5072,5.24,38.68,1018.03,78.65,486.67
5073,26.38,70.47,1007.36,76.91,434.02
5074,24.56,60.27,1017.63,74.5,440.31
5075,30.24,69.88,1007.9,61.46,436.37
5076,26.57,44.57,1007.76,50.39,445.49
5077,8.52,41.55,1002.09,86.81,483.63
5078,32.96,69.75,1008.86,40.23,435.56
5079,13.89,35.71,1016.4,65.49,468.54
5080,16.58,46.18,1010.4,96.29,463.51
5081,20.98,42.23,1013.12,67.37,461.9
5082,27.01,63.78,1016.72,47.89,442.6
5083,7.04,39.37,1019.37,69.11,488
5084,8.49,39.61,1021.05,87.74,483.94
5085,22.61,44.05,1005.69,76.74,443.45
5086,25.69,59.54,1004.05,81.69,439.06
5087,27.97,66.17,1010.81,63.73,441.7
5088,32.77,71.32,1007.68,42.39,436.95
5089,6.86,41.17,1020.12,79.14,490.23
5090,27.58,73.06,1009.63,88.31,438.1
5091,11.45,40.8,1027.74,78.6,476.28
5092,25.39,58.79,1015.85,62.59,441.51
5093,16.25,58.16,1018.34,78.59,458.31
5094,16.7,46.18,1011.2,96.84,456.2
5095,21.96,58.79,1010.51,87.32,448.89
5096,24.54,65.46,1014.27,40.77,446.26
5097,19.89,50.78,1008.85,92.97,446.35
5098,20.86,39.72,1001.73,56.38,456.27
5099,16.37,39.99,1007.05,80.61,464.69
5100,15.62,40.12,1013.03,96.26,462.59
5101,12.69,40.75,1016.05,82.92,472.68
5102,24.28,68.31,1009.94,77.08,440.07
5103,25.2,59.21,1017.54,55.53,444.16
5104,15.66,43.99,1021.18,88.62,467.57
5105,31.88,70.36,1006.2,57.51,438.42
5106,23.96,51.3,1011.81,71.81,451.11
5107,24.96,68.12,1011.27,70.22,437.62
5108,20.12,58.12,1015.47,79.38,453.33
5109,9.98,41.54,1019.7,80.79,480.26
5110,29.11,74.9,1003.31,74.01,432.43
5111,28.18,64.84,1009.22,56.04,443.65
5112,29.71,71.85,1008.81,70.86,428.49
5113,27,69.34,1008.88,74.4,439.26
5114,12.76,40.27,1006.58,49.34,474.03
5115,22.06,45.61,1014.3,77.75,455.61
5116,14.52,44.84,1023.51,88.51,466.88
5117,16.58,41.93,1022.36,45.24,466.61
5118,13.56,39.18,1023.4,63.82,470.38
5119,24.22,68.51,1013.23,74.96,440.01
5120,12.75,40.64,1020.44,83.17,466.93
5121,19.62,62.96,1020.76,76.53,456.02
5122,26.61,69.13,1002.05,51.97,430.17
5123,25.59,61.5,1009.12,68,439.14
5124,24.81,66.44,1011.19,69.96,435.79
5125,23.64,58.49,1011.4,74.2,445.75
5126,22.42,59.43,1007.12,90.56,440.99
5127,31.54,77.24,1007.83,62.98,430.07
5128,10.52,42.18,1014.9,95.67,469.03
5129,14.18,40.69,1014.73,74.88,471.52
5130,24.49,68.61,1010.56,64.03,447.57
5131,25.5,63.91,1009.4,75.22,444.26
5132,26.88,59.21,1013.54,58.13,437.11
5133,17.68,40.89,1011.24,61.37,462.08
5134,9.32,36.66,1027.46,70.76,479.13
5135,32.31,68.94,1006.11,71.78,431.14
5136,13.72,45.09,1012.95,87.41,466.24
5137,13.61,41.74,1021.66,62.83,471.79
5138,26.41,68.24,1010.6,77.79,428.52
5139,25.88,61.47,1007.93,68.71,445.65
5140,6.91,39.37,1019.58,71.02,488.2
5141,12.8,44.34,1016.52,86.73,473.42
5142,24.88,71.94,1006.85,87.32,433.3
5143,8.75,40.77,1021.99,86.46,478.85
5144,24.62,58.66,1011.43,56.61,449.8
5145,17.99,43.79,1016.13,75.63,462.4
5146,30.51,70.79,1004.55,56.05,428.79
5147,5.52,39.33,1009.74,95.25,492.39
5148,9.76,39.16,1014.19,85.4,482.38
5149,23.35,47.01,1015.03,73.9,456.3
5150,11.62,39.72,1018.4,68.06,471.56
5151,30.4,71.97,1008.42,76.28,430.23
5152,14.43,43.5,1021.86,83.14,466.58
5153,19.94,50.78,1008.78,92.07,449.6
5154,5.12,40.78,1025.45,96.88,481.28
5155,9.07,40.67,1014.41,70.39,484.5
5156,22.68,59.54,1004.32,95.44,437.96
5157,28.5,71.32,1002.54,69.35,435.7
5158,31.32,71.29,1008.37,50.07,430.46
5159,13.53,42.86,1014,90.63,471.73
5160,23.35,71.85,1009.32,73.48,441.28
5161,13.55,43.48,1016.08,67.25,464.33
5162,19.72,44.78,1009.27,39.18,464.54
5163,30.52,71.77,1006.22,56.4,426.14
5164,25.56,69.13,1002.46,68.26,434.48
5165,24.78,68.63,1013.96,43.7,448.43
5166,19.8,51.19,1008.25,91.98,446.66
5167,21.34,48.06,1014.49,63.23,458.13
5168,13.18,37.91,1018.09,88.84,469.63
5169,26.86,70.47,1007.18,72.38,434.59
5170,19.72,47.03,1012.1,90.36,458.59
5171,28.53,68.08,1013.27,42.53,438.91
5172,22.96,70.79,1005.68,93.93,434.47
5173,20.78,68.28,1008.75,60.87,450.57
5174,26.08,57.32,1012.2,47.06,441.32
5175,10.9,40.67,1016.66,65.09,482.4
5176,26.26,63.73,1010.45,70.61,442.18
5177,20.91,59.14,1017.25,74.7,442.67
5178,33.43,69.88,1006.86,44.84,435.59
5179,25.54,49.16,1003.64,47.4,443.55
5180,11.52,39.18,1023.43,83.29,474.35
5181,23.98,50.32,1008.41,67.75,443.45
5182,23.03,44.89,1010.26,59.85,447.81
5183,16.45,41.48,1016.64,45.21,454.69
5184,20.19,44.57,1009.2,72.13,454.36
5185,14.48,40.83,1009.42,81.74,469.64
5186,7.4,41.04,1024.44,90.9,477.69
5187,23.51,70.04,1011.02,81.39,435.78
5188,19.84,56.89,1013.23,78.32,447.92
5189,10.68,37.92,1009.59,65.05,474.03
5190,8.73,39.42,1025.63,69.87,474.44
5191,10.16,41.79,1021.35,52.4,472.75
5192,18.92,46.93,1009.89,77.98,453.66
5193,20.89,68.63,1012.6,69.52,452.05
5194,21.08,70.32,1011.39,88.79,440.59
5195,19.12,45.01,1014,59.95,453.24
5196,21.88,69.71,1010.28,97.64,444.39
5197,20.57,60.1,1011.16,83.45,451.88
5198,11.72,39.18,1024.19,68.53,468.98
5199,23.38,54.42,1013.95,73.02,451.87
5200,22.68,58.82,1010.11,82.8,443.86
5201,27.75,77.24,1007.48,78.37,433.57
5202,26.94,66.48,1005.46,60.62,440.12
5203,26.45,71.37,1008,77.06,438.36
5204,8.24,39.61,1017.99,78.42,477.9
5205,23.09,63.76,1009.82,72.36,443.86
5206,20.74,49.69,1010.91,69.1,454.59
5207,33.79,69.05,1001.62,40.13,435.1
5208,28.7,71.64,1007.11,69.85,436.58
5209,9.38,40.46,1019.29,75.77,474.1
5210,14,40.8,1026.17,54.82,474.87
5211,11.12,44.92,1025.58,93.52,470.82
5212,10.94,43.67,1012.36,73.3,477.34
5213,24.01,65.18,1012.57,76.02,437.27
5214,7,41.55,1001.43,97.12,483.92
5215,27.46,61.86,1012.39,66.09,439.72
5216,25.59,65.46,1014.47,37.89,444.9
5217,11.3,40.55,1005.97,97.99,476.72
5218,6.5,38.68,1017.8,62.9,483.72
5219,29.14,67.45,1015.51,46.47,433.34
5220,25.39,70.36,1006.76,73.62,436.5
5221,14.01,43.34,1016.95,83.41,463.81
5222,17.29,44.06,1016.24,77.56,461.38
5223,30.63,74.22,1007.47,46.52,430.38
5224,14.24,39.52,1018.22,77.19,468.51
5225,21.7,60.77,1018.07,88.15,444.66
5226,30.97,74.22,1007.93,49.74,431.58
5227,25.13,59.44,1012.38,77.92,445.59
5228,6.94,38.91,1018.94,90.64,485.12
5229,15.52,42.86,1015.09,83.48,467.12
5230,26.25,52.09,1013.2,53.12,450.53
5231,29.63,66.75,1018.08,58.46,433.26
5232,11.98,44.6,1018.59,86.71,470.02
5233,28.29,69.13,1009.29,58.18,429.28
5234,7.52,41.66,1015.2,78.41,483.28
5235,14.05,40.71,1016.36,68.58,465.74
5236,26.44,71.77,1006.68,81.45,430.12
5237,29.62,70.02,1010.09,43.1,439.35
5238,26.39,66.05,1018.24,61.27,442.22
5239,28.24,65.27,1013.43,48.74,439.36
5240,27.54,74.22,1007.44,75.91,430.72
5241,24.04,60.77,1017.62,75.23,442.25
5242,12.52,71.14,1019.49,76.11,463.22
5243,7.61,39.37,1015.84,83.73,483.74
5244,12.32,41.62,1012.88,88.88,464.72
5245,14.54,42.77,1019.61,81.82,466.37
5246,28.37,71.64,1007.39,71.06,434.91
5247,24.1,60.29,1008.2,61.81,449.79
5248,13.87,41.74,1021.42,64.02,472.12
5249,16,42.86,1013.88,81.74,467.5
5250,26.89,70.32,1012.39,87.17,435.56
5251,15.52,58.59,1014.12,91.22,457.74
5252,15.17,49.15,1021.91,91.73,461.89
5253,27.78,70.8,1009.81,79.57,431.44
5254,19.94,65.46,1017.7,68.94,448.67
5255,25.52,61.25,1012.84,75.98,435.48
5256,20.6,66.86,1013.08,62.48,451.44
5257,25.3,59.43,1009.15,58.3,442.5
5258,15.37,50.59,1019.02,98.2,463.35
5259,19.21,58.49,1011.7,91.29,452.82
5260,19.72,46.21,1010.54,77.74,449.33
5261,10.81,45,1023.45,85.89,482.63
5262,15.59,52.75,1024.3,59.93,458.87
5263,13.7,34.03,1018.82,69.07,470.2
5264,22.32,48.41,1008.68,79.11,445.36
5265,31.9,73.42,1010.82,60.58,432.27
5266,22.07,58.95,1017.98,75.83,442.4
5267,24.73,65.34,1015.42,52.8,446.92
5268,19.2,59.21,1017.84,89.56,450.86
5269,22.88,69.45,1014.02,65.13,441.76
5270,13.56,41.48,1008.53,87.2,459.76
5271,12.03,41.58,1015.09,90.43,464.02
5272,27.33,51.43,1006.18,67.6,439.12
5273,30.47,70.83,1010.91,46.94,444.39
5274,16.68,43.14,1018.39,76.48,459.83
5275,12.12,38.28,1013.7,91.27,469.59
5276,30.7,67.69,1005.92,51.58,429.58
5277,23.27,60.84,1019.13,67.24,440.22
5278,30.69,73.67,1006.14,60.58,430.45
5279,21.61,49.39,1019.41,78.2,449.26
5280,28.31,70.32,1007.88,47,432.5
5281,9.37,40.11,1024.94,75.03,471.13
5282,24.85,71.98,1005.97,95.09,433.64
5283,12.14,40.83,1010.56,78.31,474.82
5284,19.11,50.16,1010.88,100.09,450.38
5285,14.8,38.73,1003.18,80.73,467.54
5286,10.33,44.92,1025.34,85.67,476.99
5287,17.28,44.06,1018.15,66.93,462.05
5288,10.04,39.13,1011.26,88.91,474.61
5289,21.84,59.39,1015.77,88.12,442.11
5290,27.34,59.87,1012.06,59.04,448.26
5291,24.01,60.84,1018.83,63.82,436.32
5292,27.66,59.21,1013.12,51.58,438.57
5293,25.57,44.05,1005.79,65.14,443.84
5294,23.4,49.16,1002.85,69.82,446.05
5295,28.64,69.23,1013.11,37.13,434.4
5296,29.18,68.24,1010.04,68.04,428.52
5297,9.06,36.3,1015.14,58.71,477.38
5298,16.97,50.9,1012.31,82.65,463.28
5299,27.87,70.79,1003.96,72.17,428.41
5300,23.67,63.86,1019.67,57.95,441.73
5301,17.12,68.28,1003.56,94.29,449.94
5302,29.6,71.94,1007.07,62.65,429.02
5303,15.42,37.85,1009.89,85.8,467.33
5304,23.74,49.5,1013.2,49.51,463.4
5305,19.76,51.19,1008.38,92.56,448.71
5306,28.18,73.03,1014.18,67.72,439.74
5307,13.48,40.35,1011.71,69.44,474.72
5308,26.01,58.41,1013.56,70.84,443.74
5309,26.33,64.45,1013.12,43.31,450.67
5310,20.82,57.76,1019.15,72.46,454.62
5311,10.72,35.76,1019.71,62.26,473.48
5312,11.85,42.07,1017.92,93.45,467.25
5313,8.03,37.8,1020.47,60.67,481.51
5314,15.89,43.96,1014.02,75.24,467.35
5315,18.6,60.1,1009.91,87.13,453.94
5316,19.48,58.79,1017.6,88.72,450.55
5317,19.7,52.84,1004.86,89.72,444.64
5318,32.31,66.44,1009.6,63.92,428.44
5319,14.02,41.78,1011.26,48.62,465.87
5320,25.68,46.21,1011.01,57.53,442.98
5321,17.94,37.2,1012.64,68.11,467.65
5322,14.64,39.31,1008.84,79.3,462.72
5323,19.35,39.39,1013.91,61.53,465.28
5324,22.34,52.84,1004.05,73.96,449.06
5325,24.76,63.07,1012.73,70.39,443.04
5326,24.35,59.21,1018.21,54.46,444.35
5327,12.16,40.81,1025.79,70.97,476.63
5328,9.06,39.3,1019.73,84.23,480.41
5329,23.22,69.04,1009.65,89.05,448.6
5330,21.09,50.9,1012.42,69.09,456.09
5331,17.79,45.01,1015.71,67.13,454.4
5332,21.64,44.05,1007.73,74.79,447.96
5333,16.74,39.16,1005.68,71.17,460.47
5334,12.75,44.2,1017.59,81.22,471.03
5335,28.05,70.36,1006.73,64.42,434.06
5336,21.34,59.8,1016.92,77.06,450.74
5337,7.54,40.72,1023.82,85.15,485.92
5338,25.18,65.06,1013.64,55.77,440.27
5339,31.43,69.89,1014.8,56.22,426.15
5340,27.66,69.75,1009.71,84.27,439.18
5341,26.38,71.58,1011.02,80.9,434.26
5342,9.68,39.96,1026.09,99.28,470.22
5343,3.63,38.44,1016.16,87.38,487.87
5344,21.94,64.69,1007.39,77.58,449.36
5345,12.59,44.34,1017.01,85.57,474.11
5346,29.91,74.33,1013.22,39.76,430.26
5347,5.21,41.31,1003.51,91.23,486.46
5348,29.26,69.34,1009.76,58.64,435.32
5349,18.76,52.9,1016.27,64.7,458.26
5350,10.91,37.92,1008.66,66.53,473.72
5351,9,43.13,1020.25,81.32,481.09
5352,21.81,43.77,1011.97,64.72,453.13
5353,25.72,66.86,1007.47,69.14,439.97
5354,11.77,40,1021.08,85.08,475.49
5355,24.71,60.77,1016.67,69.7,443.52
5356,18.6,43.56,1013.9,51.16,464.67
5357,26.63,73.68,1015.15,85.13,428.8
5358,32.98,71.32,1003.67,49.78,433.56
5359,10.09,37.14,1012.99,72.59,473.66
5360,9.2,40.77,1011.88,89.86,479.82
5361,28.61,52.84,1006,45.73,437.39
5362,16.61,45.87,1009.34,97.93,455.86
5363,24.34,48.78,1018,73.44,448.54
5364,12.8,44.9,1007.58,66.6,466.95
5365,22.21,45.01,1012.22,54.84,450.6
5366,10.7,44.77,1017.8,82.37,484.94
5367,26.28,68.14,1005.61,53.17,435.71
5368,19.02,52.72,1025.44,51.9,461.57
5369,29.08,67.79,1010.91,55.96,442.78
5370,28.43,68.08,1011.32,58.19,433.05
5371,14.47,48.79,1017.05,69.87,466.25
5372,23.1,59.43,1007.36,85.96,440.64
5373,27.11,70.04,1009.76,71.25,431.96
5374,22.32,64.27,1014.35,82.98,446.62
5375,30.24,68.3,1016.21,48.25,431.82
5376,10.39,40.22,1006.59,87.77,479.14
5377,17.86,50.88,1015.59,88.28,457.33
5378,22.46,58.49,1011.5,70.54,448.46
5379,23.62,73.67,1007,90.8,438.33
5380,24.61,62.96,1020.1,63.83,445.79
5381,19.94,56.53,1020.48,76.43,453.8
5382,21.28,44.05,1005.69,83.2,444.56
5383,10.49,42.49,1009.81,78.92,478.75
5384,20.37,54.9,1016.94,65.86,453.94
5385,26.1,58.9,1004.18,71.63,444.4
5386,32,65.74,1011.22,46.16,440.26
5387,23.94,63.21,1013.52,83.12,440.15
5388,18.21,39.54,1009.81,70.92,461.73
5389,20.42,45.01,1012.23,66.5,451.28
5390,19.77,49.39,1019.02,91.03,451.05
5391,14.18,42.99,1007.19,73.21,468.35
5392,25.71,66.05,1018.58,66.23,444.35
5393,26.97,67.32,1014.35,55.07,439.61
5394,25.38,63.87,1018.7,52.48,442.13
5395,7.39,39.81,1019.45,85.02,482.99
5396,5.86,40.62,1017.03,85.06,480.71
5397,29.17,67.45,1014.1,46.85,435.08
5398,30.08,73.42,1011.17,63.86,434.95
5399,21.42,43.79,1015.76,43.08,462.19
5400,4.86,39.4,1012.73,91.39,488.63
5401,21.92,61.87,1009.68,58.83,445.52
5402,27.18,71.06,1008.16,86.32,430.66
5403,33.72,74.33,1011.4,37.51,428.96
5404,29.75,73.5,1011.13,67.31,433.63
5405,17.36,43.96,1013.02,79.59,466.36
5406,6.58,43.02,1014.03,84.95,488.22
5407,24.43,72.43,1008.03,85.56,434.71
5408,17.53,44.9,1020.5,71.1,457.61
5409,5.94,39.9,1007.84,86.33,485.86
5410,16.98,44.85,1015.48,51.77,464.27
5411,22.21,61.87,1010.9,54.22,446.62
5412,24.44,72.99,1008.38,91.66,435.47
5413,15.65,54.3,1018,69.66,461.69
5414,4.69,39.42,1024.58,79.35,486.34
5415,27.99,71.64,1007.79,72.67,437.81
5416,19.68,62.96,1020.41,82.26,453.58
5417,10.3,41.46,1018.21,86.17,479.65
5418,31.91,67.83,1008.76,53.22,425.28
5419,25.22,69.88,1007.17,80.26,443.24
5420,14.68,43.99,1023.36,86.79,461.91
5421,32.38,77.24,1007.7,61.15,430.96
5422,14.05,40.35,1011.52,66.21,475.54
5423,26.48,73.06,1008.07,90.73,433.31
5424,28.76,66.56,1006.07,62.41,432.3
5425,13.15,42.44,1014.51,99.53,469.34
5426,8.19,41.66,1016.57,75.38,485.2
5427,28.15,71.25,1000.51,81.04,431.28
5428,8.9,36.24,1013.29,89.35,479.03
5429,22.07,69.94,1011.18,80.86,440.09
5430,23.48,64.15,1021.08,57.77,450.89
5431,27.36,63.31,1013.7,51.58,440.4
5432,7.87,41.17,1020.33,77.77,486.2
5433,7.97,38.5,1013.84,72.36,487.19
5434,23.53,50.05,1005.63,78.4,443.71
5435,4.97,42.85,1014.02,88.78,482.98
5436,12.97,40.75,1016.05,79.67,476.28
5437,21.91,70.32,1009.17,90.57,439.29
5438,20.54,69.05,1001.6,79.62,442.86
5439,25.87,57.32,1012.06,44.13,442.87
5440,26.17,70.47,1010.25,68.96,434.56
5441,30.19,68.08,1010.95,50.34,431.25
5442,10.36,41.46,1017.53,92.04,478.27
5443,29.12,51.43,1005.93,60.66,437.71
5444,13.53,42.03,1017.52,84.02,466.71
5445,11.26,44.92,1023.63,88.99,474.69
5446,29.33,64.84,1010.76,53.32,443.15
5447,20.54,59.39,1014.07,84.15,445.41
5448,10.96,45.01,1017.97,95.82,468.64
5449,18.89,63.09,1018.47,84.85,450
5450,25.8,65.38,1009.3,52.28,450.5
5451,21.63,60.84,1018.16,77.53,445.93
5452,5.11,39.4,1012.16,92.14,488.56
5453,32.4,68.14,1004.44,34.53,425.91
5454,24.6,49.3,1003.72,72.26,439.46
5455,29.23,72.99,1007.04,63.47,431
5456,21.81,65.46,1013.97,52.16,444.66
5457,19.98,56.53,1020.22,73.53,454.89
5458,24.94,62.96,1019.76,58.44,443.48
5459,22.75,57.76,1017.83,66.54,452.33
5460,23.86,73.5,1011.34,87.32,438.62
5461,12.67,42.86,1014.06,89.9,473.13
5462,9.95,41.82,1033.09,69.44,477.52
5463,29.45,70.02,1010.28,65.93,437.82
5464,18.32,42.18,1002.27,95.99,458.46
5465,10.62,39.64,1010.51,68.55,478.37
5466,25.35,63.21,1012.31,80.16,442.23
5467,21.96,58.79,1012.1,88.74,447.31
